薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
プレドニゾロン錠５ｍｇ「ファイザー」 H,9.80,7.14,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚﾄ69,620527133,2023/03/31,内服,スズケン,,,,,,,,,
プレドニゾロン軟膏０．５％「マイラン」 B,5.10,0.00,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾚﾄ56,620006716,2023/03/31,外用,,,,,,,,,,
プレドネマ注腸２０ｍｇ H,416.30,407.00,0.000,個,0,0,0.00,,,,,,,,,,薬庫７,薬庫,,ﾌﾚﾄ03,660463030,,外用,ケーエスケー,0,0,0,0,0,0,1,2456700X1025,プレドニゾロンリン酸エステルナトリウム注腸剤
プレマリン錠０．６２５ｍｇ H,28.40,16.11,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾌﾚﾏ01,612470033,,内服,メディセオ,0,0,0,0,0,0,0,2479004F1033,結合型エストロゲン錠
プログラフカプセル０．５ｍｇ H,220.20,310.50,0.000,カプセル,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛｸ14,610409342,,内服,,0,1,0,0,0,0,0,3999014M2029,タクロリムス水和物カプセル
プロタノールＳ錠１５ｍｇ H,21.30,20.36,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,48.000,516,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,,620007071,,内服,,0,1,0,0,0,0,0,2119002G1035,ｄｌ－イソプレナリン塩酸塩徐放錠
プロノン錠１００ｍｇ H,25.10,34.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,612120300,,内服,アルフレッサ,0,1,0,0,0,0,0,2129006F2022,プロパフェノン塩酸塩錠
プロピベリン塩酸塩錠１０ｍｇ「あすか」 H,19.20,20.45,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,621674502,,内服,,0,0,0,0,0,0,1,2590007F1323,プロピベリン塩酸塩錠
プロピベリン塩酸塩錠１０ｍｇ「武田テバ」 H,13.60,16.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾋ78,621685905,2022/09/30,内服,メディセオ,,,,,,,,,
プロピレングリコール B,1.08,1.08,0.000,ｍＬ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾌﾛﾋ45,667130003,,外用,スズケン,0,0,0,0,0,0,0,7139700X1039,プロピレングリコール
プロブコール錠２５０ｍｇ「トーワ」 H,7.60,7.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620006115,2024/03/31,内服,東和,,,,,,,,,
ヘパアクト配合顆粒　４．５ｇ H,72.20,68.26,0.000,包,0,0,0.00,0.000,0,0,0,0.00,44.000,3004,44.000,3003,zaiko-nasi,薬庫,,,621530601,,内服,,,,,,,,,,
ヘパフラッシュ１００単位／ｍＬシリンジ１０ｍＬ　１，０００単位 B,105.00,126.30,0.000,筒,0,0,0.00,,,,,,,,,,製剤室,薬庫,,ﾍﾊﾌ02,620002285,,注射,メディセオ,0,0,0,0,0,0,0,3334402G4055,ヘパリンナトリウムキット
ヘパリン類似物質ローション０．３％「ニプロ」 H50.000,5.10,3.40,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾊ125,622378201,,外用,,0,0,0,0,0,0,1,3339950Q1104,ヘパリン類似物質液
ヘパリン類似物質外用スプレー０．３％「ＶＴＲＳ」 H100.000,8.20,7.70,0.000,ｇ,0,0,0.00,0.000,0,0,0,0.00,0.000,0,100.000,770,zaiko-nasi,薬庫,,ﾍﾊ256,622206703,2025/03/31,外用,,,,,,,,,,
ヘパリン類似物質外用スプレー０．３％「ファイザー」 H100.000,9.90,8.73,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾊﾘ96,622206701,2023/03/31,外用,,,,,,,,,,
ヘパリン類似物質外用スプレー０．３％「日医工」 H100.000,8.20,11.70,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾊ144,621944702,,外用,,0,0,0,0,0,0,1,3339950R1126,ヘパリン類似物質噴霧剤
ヘプセラ錠１０　１０ｍｇ B,796.80,713.13,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾌｾ01,620002414,2023/03/31,内服,スズケン,,,,,,,,,
ヘモレックス軟膏 H2.000,21.30,17.34,0.000,ｇ,0,0,0.00,,,,,,,,,,c-8-,薬庫,,ﾍﾓﾚ01,662560022,,外用,ケーエスケー,0,0,0,0,0,0,1,2559806M1030,ヒドロコルチゾン・フラジオマイシン配合剤軟膏
ベイスンＯＤ錠０．２　０．２ｍｇ H,16.00,19.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620002120,,内服,,0,0,0,0,0,0,0,3969004F3023,ボグリボース口腔内崩壊錠
ベクルリー点滴静注用１００ｍｇ B,46498.00,0.00,0.000,瓶,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍｸﾙ01,622871401,,注射,,0,0,0,0,0,0,0,6250407D1020,レムデシビル注射用
ベクロメタゾンパウダー２５μｇトーワ　１．５０ｍｇ０．９０８７ｇ H,507.00,480.00,0.000,瓶,0,0,0.00,,,,,,,,,,K棚上,薬庫,,ﾍｸﾛ03,620008269,,外用,,0,0,0,0,0,0,1,1329702R7034,ベクロメタゾンプロピオン酸エステル噴霧剤
ベサコリン散５％ B,9.10,10.04,0.000,ｇ,0,0,0.00,0.000,0,0,0,0.00,22.500,226,,,zaiko-nasi,薬庫,,ﾍｻｺ02,620005100,,内服,アルフレッサ,0,1,0,0,0,0,0,1231004B1067,ベタネコール塩化物散
ベザフィブラートＳＲ錠２００ｍｇ「サワイ」 H,10.10,9.05,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,9.000,82,2.000,19,zaiko-nasi,薬庫,,ﾍｻﾌ09,620339201,,内服,ケーエスケー,0,0,0,0,0,0,1,2183005G1285,ベザフィブラート徐放錠
ベザフィブラート徐放錠２００ｍｇ「武田テバ」 H,10.10,7.86,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍｻﾌ24,620339603,2023/09/30,内服,,,,,,,,,,
ベシケアＯＤ錠２．５ｍｇ H,54.80,49.84,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,116.000,6278,,,j-5-,薬庫,,ﾍｼｹ03,622047501,,内服,メディセオ,0,0,0,0,0,0,0,2590011F3020,コハク酸ソリフェナシン口腔内崩壊錠
ベシケア錠２．５ｍｇ H,54.80,49.84,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,67.000,2020,,,中央ﾒﾃﾞｨｶﾙ,薬庫,,,620003485,,内服,,0,0,0,0,0,0,0,2590011F1028,コハク酸ソリフェナシン錠
ベストロン点眼用０．５％　５ｍｇ H5.000,54.80,49.80,0.000,ｍＬ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍｽﾄ21,620006517,,外用,メディセオ,0,0,0,0,0,0,0,1317713Q1038,セフメノキシム塩酸塩液
ベタメタゾン吉草酸エステル軟膏０．１２％「イワキ」 H5.000,8.50,7.72,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾀﾒ49,620605402,,外用,,0,0,0,0,0,0,1,2646701M2202,ベタメタゾン吉草酸エステル軟膏
ベタメタゾン錠０．５ｍｇ「サワイ」 H,8.20,6.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620004578,,内服,,0,0,0,0,0,0,1,2454004F2081,ベタメタゾン錠
ベタメタゾン酪酸エステルプロピオン酸クリーム０．０５％「ＭＹＫ」 H5.000,18.90,16.50,0.000,ｇ,0,0,0.00,0.000,0,0,0,0.00,55.000,944,,,zaiko-nasi,薬庫,,ﾍﾀﾒ35,621414403,,外用,ケーエスケー,0,1,0,0,0,0,0,2646730N1062,ベタメタゾン酪酸エステルプロピオン酸エステルクリーム
ベタメタゾン酪酸エステルプロピオン酸ローション０．０５％「ＪＧ」 H10.000,18.90,11.20,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾀﾒ12,622114101,,外用,ケーエスケー,0,1,0,0,0,0,0,2646730Q1042,ベタメタゾン酪酸エステルプロピオン酸エステル液
ベナパスタ軟膏４％ B,2.49,2.40,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾅﾊ02,620007777,2024/03/31,外用,スズケン,,,,,,,,,
ベニジピン塩酸塩錠２ｍｇ「ＴＣＫ」 H,10.10,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾆｼ63,621749801,,内服,,0,1,0,0,0,0,1,2171021F1296,ベニジピン塩酸塩錠
ベニジピン塩酸塩錠４ｍｇ「テバ」 H,10.20,14.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾆｼ53,621727001,2023/09/30,内服,メディセオ,,,,,,,,,
ベネット錠１７．５ｍｇ H,258.10,488.30,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620004871,,内服,ケーエスケー,0,1,0,0,0,0,0,3999019F2030,リセドロン酸ナトリウム水和物錠
ベポタスチンベシル酸塩ＯＤ錠１０ｍｇ「タナベ」 H,11.50,15.40,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾎﾀ04,622604701,,内服,,0,0,0,0,0,0,1,4490022F4037,ベポタスチンベシル酸塩口腔内崩壊錠
ベラプロストＮａ錠２０μｇ「テバ」 B,13.50,12.56,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾗﾌ251,621481801,2024/03/31,内服,メディセオ,,,,,,,,,
ベラプロストＮａ錠２０μｇ「テバ」 H,13.50,12.56,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾗﾌ25,621481801,2024/03/31,内服,メディセオ,,,,,,,,,
ベリキューボ錠２．５ｍｇ H,130.50,115.28,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾘｷ02,622871001,,内服,メディセオ,0,0,0,0,0,0,0,2190042F1021,ベルイシグアト錠
ベリチーム配合顆粒 H1.000,21.00,21.85,0.000,ｇ,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾍﾘﾁ03,620468001,,内服,スズケン,0,0,0,0,0,0,0,2339163D1037,膵臓性消化酵素配合剤顆粒
ベンズブロマロン錠５０ｍｇ「杏林」 H,5.90,5.15,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾝｽ22,620857312,2024/03/31,内服,ケーエスケー,,,,,,,,,
ベンリスタ皮下注２００ｍｇオートインジェクター　１ｍＬ B,24998.00,22270.00,0.000,キット,0,0,2.00,4.000,89080,99992,10912,10.91,0.000,0,,,REI-3-,薬庫,,ﾍﾝﾘ03,622587101,,注射,,0,1,0,0,0,0,0,3999445G2023,ベリムマブ（遺伝子組換え）キット
ペリアクチン散１％ B,6.50,6.50,0.000,ｇ,0,0,,,,,,,,,,,デッド,薬庫,,,620000138,,内服,,0,1,0,0,0,0,0,4419005B1045,シプロヘプタジン塩酸塩水和物散
ペリアクチン錠４ｍｇ H,5.80,4.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾍﾘｱ06,620002542,,内服,日医工オオサカ,0,0,0,0,0,0,0,4419005F1047,シプロヘプタジン塩酸塩水和物錠
ペリンドプリルエルブミン錠４ｍｇ「トーワ」 H,30.30,28.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,621689801,,内服,,0,0,0,0,0,0,1,2144012F2091,ペリンドプリルエルブミン錠
ペルサンチン錠１００ｍｇ H,8.60,8.77,0.000,錠,0,0,2.00,36.000,316,310,-6,-1.94,0.000,0,,,zaiko-nasi,薬庫,,ﾍﾙｻ16,620003616,,内服,メディセオ,0,0,0,0,0,0,0,2171010F3053,ジピリダモール錠
ペルサンチン錠２５ｍｇ H,5.90,5.03,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾍﾙｻ15,620003615,,内服,メディセオ,0,0,0,0,0,0,0,2171010F2553,ジピリダモール錠
ペレックス配合顆粒 B,6.30,6.30,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620160301,,内服,,0,1,0,0,0,0,0,1180105D1035,非ピリン系感冒剤顆粒
ホーネル錠０．３　０．３μｇ H,293.80,287.49,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎﾈﾙ02,610451007,,内服,ケーエスケー,0,1,0,0,0,0,0,3112005F2033,ファレカルシトリオール錠
ホーリン錠１ｍｇ H,12.50,14.30,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,612470041,,内服,メディセオ,0,0,0,0,0,0,0,2475001F3050,エストリオール錠
ホクナリンテープ０．５ｍｇ H1.000,21.60,19.99,0.000,枚,0,0,0.00,7.000,140,151,11,7.28,0.000,0,7.000,140,zaiko-nasi,薬庫,,ﾎｸﾅ04,660421115,,外用,ケーエスケー,0,0,0,0,0,0,0,2259707S1020,ツロブテロール貼付剤
ホクナリン錠１ｍｇ H,10.30,9.97,0.000,錠,0,0,,,,,,,,,-100.000,-997,zaiko-nasi,薬庫,,,620002544,,内服,,0,0,0,0,0,0,0,2259002F1065,ツロブテロール塩酸塩錠
ホスミシン錠２５０　２５０ｍｇ H,40.20,40.20,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,616130512,,内服,,0,0,0,0,0,0,0,6135001F1029,ホスホマイシンカルシウム水和物錠
ホスリボン配合顆粒　１００ｍｇ（リンとして） H,71.10,62.18,0.000,包,0,0,0.00,0.000,0,0,0,0.00,117.000,7275,,,zaiko-nasi,薬庫,,,622225601,,内服,アルフレッサ,0,0,0,0,0,0,0,3229103D1020,リン酸二水素ナトリウム一水和物・無水リン酸水素二ナトリウム顆粒
ホスレノールＯＤ錠２５０ｍｇ H,79.60,115.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎｽﾚ05,622552001,,内服,メディセオ,0,0,0,0,0,0,0,2190029F3029,炭酸ランタン水和物口腔内崩壊錠
ホリナート錠２５ｍｇ「タイホウ」 H,428.60,431.98,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎﾘﾅ01,622513001,,内服,ケーエスケー,0,0,0,0,0,0,1,3929004F2048,ホリナートカルシウム錠
ボグリボースＯＤ錠０．３ｍｇ「日医工」 H,10.10,12.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620008076,,内服,,0,0,0,0,0,0,1,3969004F4119,ボグリボース口腔内崩壊錠
ボグリボース錠０．２ｍｇ「日医工」 B,10.10,7.55,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎｸﾘ431,621673501,,内服,日医工オオサカ,,,,,,,,,
ボグリボース錠０．２ｍｇ「日医工」 H,10.10,7.55,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎｸﾘ43,621673501,,内服,日医工オオサカ,0,0,0,0,0,0,1,3969004F1250,ボグリボース錠
ボナロン錠３５ｍｇ H,255.00,243.75,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,9.000,2194,,,c-2-,薬庫,,ﾎﾅﾛ02,620004359,,内服,スズケン,0,1,0,0,0,0,0,3999018F2036,アレンドロン酸ナトリウム水和物錠
ボノサップパック８００ H,616.60,571.43,0.000,シート,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎﾉｻ021,622485501,,内服,ケーエスケー,0,0,0,0,0,0,0,6199104X2020,ボノプラザンフマル酸塩・アモキシシリン水和物・クラリスロマイシンシート
ボノテオ錠５０ｍｇ H,1557.70,1440.33,0.000,錠,0,0,2.00,4.000,5761,6232,471,7.56,0.000,0,,,c-2-,薬庫,,ﾎﾉﾃ02,622093101,,内服,スズケン,0,1,0,0,0,0,0,3999026F2022,ミノドロン酸水和物錠
ボルタレンＳＲカプセル３７．５ｍｇ H,8.80,8.43,0.000,カプセル,0,0,0.00,44.000,371,387,16,4.13,56.000,473,100.000,843,zaiko-nasi,薬庫,,ﾎﾙﾀ15,620007095,,内服,スズケン,0,1,0,0,0,0,0,1147002N1174,ジクロフェナクナトリウム徐放カプセル
ボルタレンゲル１％ H25.000,3.80,4.04,0.000,ｇ,0,0,0.00,,,,,,,,,,k- -,薬庫,,ﾎﾙﾀ16,620007787,,外用,スズケン,0,0,0,0,0,0,0,2649734Q1069,ジクロフェナクナトリウムゲル
ボルタレンサポ５０ｍｇ H,29.00,41.10,0.000,個,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,661140081,,外用,スズケン,0,1,0,0,0,0,0,1147700J3084,ジクロフェナクナトリウム坐剤
ポラキス錠３　３ｍｇ H,11.20,10.86,0.000,錠,0,0,1.18,30.000,326,336,10,2.98,21.000,228,,,j-5-,薬庫,,ﾎﾗｷ03,612590044,,内服,アルフレッサ,0,0,0,0,0,0,0,2590005F2029,オキシブチニン塩酸塩錠
ポラプレジンク顆粒１５％「ＮＳ」 H0.500,30.90,30.03,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎﾗﾌ03,620008078,,内服,アルフレッサ,0,0,0,0,0,0,1,2329027D1052,ポラプレジンク顆粒
ポラプレジンク顆粒１５％「ファイザー」 H0.500,31.80,34.50,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾎﾗﾌ09,621854102,2023/03/31,内服,スズケン,,,,,,,,,
ポララミンシロップ０．０４％ B,1.60,1.42,0.000,ｍＬ,0,0,0.00,0.000,0,0,0,0.00,182.400,260,,,zaiko-nasi,薬庫,,ﾎﾗﾗ08,620008735,,内服,スズケン,0,0,0,0,0,0,0,4419002Q1095,ｄ－クロルフェニラミンマレイン酸塩シロップ
ポリフル錠５００ｍｇ H,10.40,8.70,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,438.000,4054,400.000,3696,zaiko-nasi,薬庫,バラ,ﾎﾘﾌ02,610443032,,内服,ケーエスケー,0,0,0,0,0,0,0,2399011F1030,ポリカルボフィルカルシウム錠
マーズレンＳ配合顆粒 H1.000,10.50,11.40,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620459001,,内服,,0,0,0,0,0,0,0,2329122D1414,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン顆粒
マーデュオックス軟膏 H10.000,152.90,149.67,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏﾃﾕ01,622484501,,外用,アルフレッサ,0,1,0,0,0,0,0,2699804M1023,マキサカルシトール・ベタメタゾン酪酸エステルプロピオン酸エステル軟膏
マーベロン２８(自費薬),57.00,44.60,0.000,錠,0,0,,,,,,,,,,,zaiko-nasi,薬庫,,ﾏﾍﾛ99,1        ,,内服,メディセオ,0,0,0,0,0,0,,,デソゲストレル・エチニルエストラジオール錠
マーロックス懸濁用配合顆粒 H1.200,11.80,11.79,0.000,ｇ,0,0,0.00,,,,,,,,,,h-4-,薬庫,,ﾏﾛﾂ03,620478201,2024/03/31,内服,アルフレッサ,,,,,,,,,
マイクロファインプラス ３１G×８ｍｍ,17.00,11.70,0.000, 本,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,710010093,,特定保険医療材料,,,,,,,,,,
マイザークリーム０．０５％ H10.000,12.00,0.00,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620626201,,外用,メディセオ,0,0,0,0,0,0,0,2646725N1150,ジフルプレドナートクリーム
マイテラーゼ錠１０ｍｇ H,13.90,14.31,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏｲﾃ04,620007102,,内服,アルフレッサ,0,0,0,0,0,0,0,1231001F1030,アンベノニウム塩化物錠
マクサルトＲＰＤ錠１０ｍｇ H,386.60,387.00,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,1.000,387,,,c-3-,薬庫,,ﾏｸｻ01,620000420,,内服,アルフレッサ,0,1,0,0,0,0,0,2160006F2022,リザトリプタン安息香酸塩口腔内崩壊錠
マクロゴール軟膏（東豊） B,2.74,0.00,0.000,Ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏｸﾛ20,620001822,,外用,,,,,,,,,,
マグコロール散６８％分包５０ｇ H,377.40,379.20,0.000,包,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏｸｺ03,622841101,,内服,,0,0,0,0,0,0,0,7213005B1028,クエン酸マグネシウム散
マグミット錠２５０ｍｇ H,5.70,5.70,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾏｸﾐ01,610463197,,内服,スズケン,0,0,0,0,0,0,1,2344009F1035,酸化マグネシウム錠
マックターゼ配合錠 H,5.70,5.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏﾂｸ19,622029001,,内服,スズケン,0,0,0,0,0,0,1,2339265F1027,ビオヂアスターゼ２０００配合剤錠
マヴィレット配合錠 H,17422.80,15724.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾏｳｲ01,622579201,,内服,アルフレッサ,0,0,0,0,0,0,0,6250113F1021,グレカプレビル水和物・ピブレンタスビル錠
ミオナール錠５０ｍｇ H,9.50,12.80,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐｵﾅ03,611240248,,内服,アルフレッサ,0,0,0,0,0,0,0,1249009F1090,エペリゾン塩酸塩錠
ミオピン点眼液　５ｍＬ H,86.40,86.40,0.000,瓶,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐｵﾋ02,620005303,,外用,メディセオ,0,0,0,0,0,0,0,1319809X2043,ネオスチグミンメチル硫酸塩・無機塩類配合剤液
ミカムロ配合錠ＡＰ H,40.50,48.75,0.000,錠,0,0,5.21,328.000,15990,13285,-2705,-20.36,0.000,0,202.000,9848,c-3-,薬庫,,ﾐｶﾑ01,622006801,,内服,スズケン,0,1,0,0,0,0,0,2149117F1025,テルミサルタン・アムロジピンベシル酸塩配合剤錠
ミカルディス錠８０ｍｇ H,55.20,91.80,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐｶﾙ05,621999101,,内服,スズケン,0,0,0,0,0,0,0,2149042F3028,テルミサルタン錠
ミチグリニドＣａ・ＯＤ錠５ｍｇ「ＴＣＫ」 H,8.80,7.60,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐﾁｸ03,622515201,,内服,辰巳,0,0,0,0,0,0,1,3969008F3056,ミチグリニドカルシウム水和物口腔内崩壊錠
ミティキュアダニ舌下錠１０，０００ＪＡＵ H,197.80,174.60,0.000,錠,0,0,18.00,90.000,15714,17802,2088,11.73,0.000,0,90.000,15714,d-2-,薬庫,,ﾐﾃｲ02,622455301,,内服,ケーエスケー,0,0,0,0,0,0,0,4490031F2025,アレルゲンエキス舌下錠
ミティキュアダニ舌下錠３，３００ＪＡＵ H,65.60,68.20,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,622455201,,内服,,0,0,0,0,0,0,0,4490031F1029,アレルゲンエキス舌下錠
ミニリンメルトＯＤ錠６０μｇ H,75.70,75.70,0.000,錠,0,0,0.00,0.000,0,0,0,0.00,67.000,5072,,,zaiko-nasi,薬庫,,ﾐﾆﾘ03,622225302,,内服,スズケン,0,1,0,0,0,0,0,2419001F3026,デスモプレシン酢酸塩水和物口腔内崩壊錠
ミノドロン酸錠５０ｍｇ「ＹＤ」 H,552.90,495.50,0.000,錠,0,0,70.67,106.000,52523,58612,6089,10.39,4.000,2200,99.000,54341,I-1-2,薬庫,,ﾐﾉ105,622621201,,内服,スズケン,0,1,0,0,0,0,1,3999026F2057,ミノドロン酸水和物錠
ミノドロン酸錠５０ｍｇ「ニプロ」 H,552.90,816.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐﾉ111,622643801,,内服,ケーエスケー,0,1,0,0,0,0,1,3999026F2111,ミノドロン酸水和物錠
ミノマイシンカプセル１００ｍｇ H,27.30,0.00,0.000,カプセル,0,0,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ﾐﾉﾏ06,610454083,,内服,,0,0,0,0,0,0,0,6152005M2074,ミノサイクリン塩酸塩カプセル
ミラペックスＬＡ錠１．５ｍｇ H,198.40,201.61,0.000,錠,0,0,2.50,70.000,14113,13888,-225,-1.62,0.000,0,14.000,2823,c-3-,薬庫,,ﾐﾗﾍ02,622069701,,内服,メディセオ,0,1,0,0,0,0,0,1169012G2024,プラミペキソール塩酸塩水和物徐放錠
ミリステープ５ｍｇ　４．０５ｃｍ×４．５０ｃｍ H1.000,28.20,27.14,0.000,枚,0,0,-0.90,63.000,1710,1777,67,3.77,0.000,0,63.000,1777,j-8-,薬庫,,ﾐﾘｽ16,620004833,2025/03/31,外用,メディセオ,,,,,,,,,
ミルタザピン錠１５ｍｇ「日医工」 H,14.70,23.70,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐﾙﾀ15,622652501,2024/03/31,内服,日医工オオサカ,,,,,,,,,
ミルタックスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ H,17.10,14.66,0.000,枚,0,0,0.00,,,,,,,,,,薬庫７,薬庫,,ﾐﾙﾀ02,620007796,,外用,ケーエスケー,,,,,,,,,
ミルナシプラン塩酸塩錠２５ｍｇ「アメル」 H,11.20,0.00,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾐﾙﾅ16,620008096,,内服,,0,1,0,0,0,0,1,1179040F2086,ミルナシプラン塩酸塩錠
ムコサールドライシロップ１．５％ B,20.80,23.55,0.000,ｇ,0,0,0.00,,,,,,,,,,S-1,薬庫,,ﾑｺｻ06,620008745,,内服,メディセオ,0,0,0,0,0,0,0,2239001R1110,アンブロキソール塩酸塩シロップ用
ムコサール錠１５ｍｇ H,5.90,5.90,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾑｺｻ05,620008744,2025/03/31,内服,メディセオ,0,0,0,0,0,0,1,2239001F1661,アンブロキソール塩酸塩錠
ムコスタ顆粒２０％ H0.500,18.10,1.99,0.000,ｇ,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,,620000147,2024/03/31,内服,,,,,,,,,,
ムコソルバンＬ錠４５ｍｇ H,26.30,44.20,0.000,錠,0,0,0.00,,,,,,,,,,zaiko-nasi,薬庫,,ﾑｺｿ19,622404601,,内服,,0,0,0,0,0,0,0,2239001G2027,アンブロキソール塩酸塩徐放錠
